#,Title,Company,URL,Location,State,Salary,Date Posted,Expiration Date
1,Scientist: Environmental Monitoring,Thermo Fisher Scientific,https://www.indeed.com/viewjob?jk=c2f81bf9d36f0898,"New Brunswick, NJ, US",NJ,$30,2026-01-31,N/A
2,"Scientist II, Brain Transport Biology",AbbVie,https://www.indeed.com/viewjob?jk=792fa365cc2a99e4,"Cambridge, MA, US",MA,N/A,2026-01-31,N/A
3,"Associate Director, AI Engineering",AbbVie,https://www.indeed.com/viewjob?jk=9d359b3dc36d449d,"Florham Park, NJ, US",NJ,N/A,2026-01-31,N/A
4,Scientist I - Biocompatibility,AbbVie,https://www.indeed.com/viewjob?jk=5034c3510ff0bcc5,"Branchburg, NJ, US",NJ,N/A,2026-01-31,N/A
5,"Senior Principal Scientist II, In Silico Biologics",Johnson & Johnson,https://www.indeed.com/viewjob?jk=8d30a3dac18cdbef,"Spring House, PA, US",PA,"$137,000",2026-01-31,N/A
6,Organic Chemist Intern,Johnson & Johnson,https://www.indeed.com/viewjob?jk=d37fda0f1e9a34e2,"Spring House, PA, US",PA,N/A,2026-01-31,N/A
7,"Sr Director, Head of Data Science & Digital Health – Preclinical Sciences & Translational Safety (PSTS)",Johnson & Johnson,https://www.indeed.com/viewjob?jk=a3d66673be952035,"Spring House, PA, US",PA,"$196,000",2026-01-31,N/A
8,"Senior Scientist, Cell Therapy Development",Johnson & Johnson,https://www.indeed.com/viewjob?jk=e0b984f37acd25cf,"Spring House, PA, US",PA,N/A,2026-01-31,N/A
9,Health Information Specialist I,Datavant,https://www.indeed.com/viewjob?jk=7f0bbbae06761d1b,"Toms River, NJ, US",NJ,N/A,2026-01-31,N/A
10,"Associate Director, US/Global Forecasting - Hampton, NJ","Celldex Therapeutics, Inc.",https://www.indeed.com/viewjob?jk=559fac218092d0a2,"Hampton, NJ, US",NJ,"$153,616",2026-01-31,N/A
11,"Associate Director, Market Research and Competitive Intelligence - Hampton, NJ","Celldex Therapeutics, Inc.",https://www.indeed.com/viewjob?jk=b5b2a69e65f4f1e3,"Hampton, NJ, US",NJ,"$153,616",2026-01-31,N/A
12,"Histotechnician/Histotechnologist (FT, Evenings) - Center City",Thomas Jefferson University & Jefferson Health,https://www.indeed.com/viewjob?jk=a4e0b30e19214a8f,"Philadelphia, PA, US",PA,N/A,2026-01-31,N/A
13,Area Health information specialist II,Datavant,https://www.indeed.com/viewjob?jk=d1dde96cb67ef05e,"Camden, NJ, US",NJ,N/A,2026-01-31,N/A
14,"Learning Business Partner, Medical & Scientific Excellence (Horsham, PA or Titusville, NJ)",Johnson & Johnson,https://www.indeed.com/viewjob?jk=3ec33500e2d346a2,"Horsham, PA, US",PA,"$122,000",2026-01-31,N/A
15,Strategic Marketing Manager - Personal Care,Nouryon,https://www.indeed.com/viewjob?jk=34d4ecd5db8a49a9,"Radnor, PA, US",PA,N/A,2026-01-31,N/A
16,Building Automation Service - Senior Sales Executive,Siemens,https://www.indeed.com/viewjob?jk=f60ab7c880d37f20,"Harleysville, PA, US",PA,"$67,000",2026-01-31,N/A
17,"Director, R&D Data Science, Data Products - Global Regulatory Affairs",Johnson & Johnson,https://www.indeed.com/viewjob?jk=fbf008c8aad7e0f9,"Spring House, PA, US",PA,"$164,000",2026-01-31,N/A
18,Area Health Information Specialist II,Datavant,https://www.indeed.com/viewjob?jk=816dc75d40710c6c,"Voorhees, NJ, US",NJ,N/A,2026-01-31,N/A
19,Valve Technician,"Eastern Controls, Inc",https://www.indeed.com/viewjob?jk=4190fd5e9aaa6b7a,"Edgemont, PA, US",PA,N/A,2026-01-31,N/A
20,"Vice President of Sales, Direct-to-Pharma",m3usa,https://www.indeed.com/viewjob?jk=dd458bccddcc7ab2,"Fort Washington, PA, US",PA,$2,2026-01-31,N/A
21,Biology Teacher,CCRES,https://www.indeed.com/viewjob?jk=2e2480953c3fe4ea,"West Grove, PA, US",PA,$500,2026-01-31,N/A
22,Global Head of Patients,m3usa,https://www.indeed.com/viewjob?jk=12f0ce75b6b7d4b0,"Fort Washington, PA, US",PA,N/A,2026-01-31,N/A
23,FACILITIES MANAGER,ESFM,https://www.indeed.com/viewjob?jk=fd1ec2fdc888bef5,"Cambridge, MA, US",MA,"$140,000",2026-01-31,N/A
24,Business Development Director I - Central Laboratory (New England),Labcorp,https://www.indeed.com/viewjob?jk=664a79573eb1c3ff,"Boston, MA, US",MA,"$85,000",2026-01-31,2026-02-06
25,Chart Retrieval Specialist,Datavant,https://www.indeed.com/viewjob?jk=9835df2eeb9d1e23,"Boston, MA, US",MA,$18,2026-01-31,N/A
26,Global Solution Architect - Life Sciences,Schneider Electric,https://www.indeed.com/viewjob?jk=fd1091e2e67d109b,"Andover, MA, US",MA,"$150,000",2026-01-31,N/A
27,Quality Assurance Manager,Carrier,https://www.indeed.com/viewjob?jk=e6ea592f0d7ad7af,"Beverly, MA, US",MA,"$120,000",2026-01-31,N/A
28,Pilot Plant Downstream Engineer,Eurofins,https://www.indeed.com/viewjob?jk=3bf426bca45a1226,"Lexington, MA, US",MA,$30,2026-01-31,N/A
29,Account Manager,ALLEGO,https://www.indeed.com/viewjob?jk=a6ee73139f5646bf,"Waltham, MA, US",MA,"$75,000",2026-01-31,N/A
30,"Senior Program Director, Process Intensification Strategy & Innovation",Cytiva,https://www.indeed.com/viewjob?jk=2c5e770d4ee7f0a2,"Marlborough, MA, US",MA,"$210,000",2026-01-31,N/A
31,Senior ADS Programmer,Genentech,https://www.indeed.com/viewjob?jk=9da37dc84edb7ab4,"Boston, MA, US",MA,"$114,000",2026-01-31,N/A
32,Senior ADS Programmer,Genentech,https://www.indeed.com/viewjob?jk=3dc7d3f296bfaecf,"Boston, MA, US",MA,"$114,000",2026-01-31,N/A
33,Director-Open a New School with Babilou Family US!,Little Sprouts,https://www.indeed.com/viewjob?jk=561d4e531a6a224b,"Cambridge, MA, US",MA,"$85,000",2026-01-31,N/A
34,Senior Global Order Processing Specialist,Rapid Micro Biosystems,https://www.indeed.com/viewjob?jk=7864b297a7c08ea0,"Lowell, MA, US",MA,"$66,000",2026-01-31,N/A
35,Director Quality Audits,Lantheus,https://www.indeed.com/viewjob?jk=944fa831aaba57e7,"Bedford, MA, US",MA,"$172,000",2026-01-31,2026-02-02
36,Chart Retrieval Specialist - Boston (MA),Datavant,https://www.indeed.com/viewjob?jk=12ca4f7300b3e9af,"Boston, MA, US",MA,$16,2026-01-31,N/A
37,Sci III - Process Development,Thermo Fisher Scientific,https://www.indeed.com/viewjob?jk=c406a1c7ebe1b82c,"Plainville, MA, US",MA,$35,2026-01-31,N/A
