#,Title,Company,URL,Location,State,Salary,Date Posted,Expiration Date
1,"Associate Principal Scientist, Engineering- Biologics, Sterile Drug Product Commercialization",Merck,https://www.indeed.com/viewjob?jk=1d9c8764f48590de,"West Point, PA, US",PA,"$142,400",2026-01-22,2026-02-05
2,"Senior Scientist, Multispecific Antibody Engineering (Oncology)",AbbVie,https://www.indeed.com/viewjob?jk=c469c9a0ac4261ed,"Worcester, MA, US",MA,N/A,2026-01-22,N/A
3,Sr. Project Manager / Pharma,AtkinsRéalis,https://www.indeed.com/viewjob?jk=5cfdba0d57b7542c,"Exton, PA, US",PA,N/A,2026-01-22,N/A
4,Account Manager (Remote),m3usa,https://www.indeed.com/viewjob?jk=c4550fe1f9b21cfd,"Fort Washington, PA, US",PA,N/A,2026-01-22,N/A
5,Cell Therapy Manufacturing Specialist,Eurofins,https://www.indeed.com/viewjob?jk=ce3f7272946ec47e,"Exton, PA, US",PA,N/A,2026-01-22,N/A
6,Life Sciences: Scientific and Laboratory Informatics Manager - Manager/Sr. Manager,Accenture,https://www.indeed.com/viewjob?jk=0f41536aab6661ea,"Philadelphia, PA, US",PA,"$94,400",2026-01-22,N/A
7,"Research Scientist/ Senior Research Scientist, Precision Medicine",Aitia,https://www.indeed.com/viewjob?jk=42065918392afec0,"Cambridge, MA, US",MA,N/A,2026-01-22,N/A
8,"Research Scientist/ Senior Research Scientist, Precision Medicine",Aitia,https://www.indeed.com/viewjob?jk=8112f738f382eae5,"Cambridge, MA, US",MA,N/A,2026-01-22,N/A
9,Bioprocessing Support Technician,Eurofins,https://www.indeed.com/viewjob?jk=65d31c045533a757,"Andover, MA, US",MA,$24,2026-01-22,N/A
10,Life Sciences: Scientific and Laboratory Informatics Manager - Manager/Sr. Manager,Accenture,https://www.indeed.com/viewjob?jk=11a19d1c069a9164,"Boston, MA, US",MA,"$94,400",2026-01-22,N/A
11,Downstream Development Engineer – Pilot Operations,Eurofins,https://www.indeed.com/viewjob?jk=371a5772ec55cd80,"Lexington, MA, US",MA,$30,2026-01-22,N/A
12,"Project Manager, Pharmaceutical Marketing",Bausch & Lomb,https://www.indeed.com/viewjob?jk=45f876e59fbf8de8,"Bridgewater, NJ, US",NJ,"$75,000",2026-01-22,N/A
